1667
3	-0	0.000782718
3	-1	0.00125235
3	-2	0.000469631
3	-3	0.000469631
3	-4	0.000313087
3	-5	0.000626174
3	-6	0.000313087
3	-7	0.000313087
3	-8	0.000313087
3	-9	0.000469631
3	.0	0.00297433
3	.1	0.0261428
3	.2	0.0284909
3	.3	0.028804
3	.4	0.0278647
3	.5	0.028804
3	.6	0.0283344
3	.7	0.0272386
3	.8	0.0273951
3	.9	0.0269255
3	/3	0.000156544
3	/4	0.000156544
3	0.	0.000156544
3	00	0.0962743
3	01	0.00751409
3	02	0.00453976
3	03	0.00438322
3	04	0.00469631
3	05	0.00673137
3	06	0.00532248
3	07	0.00453976
3	08	0.00767063
3	09	0.00453976
3	0s	0.00172198
3	10	0.00735755
3	11	0.00673137
3	12	0.00579211
3	13	0.00547902
3	14	0.0061052
3	15	0.007201
3	16	0.00641828
3	17	0.00563557
3	18	0.00407013
3	19	0.00532248
3	20	0.00876644
3	21	0.00375704
3	22	0.00516594
3	23	0.00626174
3	24	0.00469631
3	25	0.0327176
3	26	0.00594865
3	27	0.00422668
3	28	0.00516594
3	29	0.00547902
3	30	0.010958
3	31	0.00453976
3	32	0.0137758
3	33	0.00579211
3	34	0.00375704
3	35	0.00814026
3	36	0.00532248
3	37	0.00516594
3	38	0.00688791
3	39	0.00500939
3	3d	0.000156544
3	40	0.00673137
3	41	0.00469631
3	42	0.00626174
3	43	0.00704446
3	44	0.00532248
3	45	0.0100188
3	46	0.00500939
3	47	0.00313087
3	48	0.0061052
3	49	0.00563557
3	50	0.0197245
3	51	0.00532248
3	52	0.00422668
3	53	0.00673137
3	54	0.00422668
3	55	0.007201
3	56	0.0061052
3	57	0.00500939
3	58	0.00422668
3	59	0.00422668
3	60	0.00735755
3	61	0.00532248
3	62	0.00500939
3	63	0.00532248
3	64	0.00407013
3	65	0.00829681
3	66	0.00594865
3	67	0.00328741
3	68	0.00641828
3	69	0.00281778
3	70	0.00688791
3	71	0.0036005
3	72	0.00673137
3	73	0.00438322
3	74	0.00579211
3	75	0.0317783
3	76	0.00532248
3	77	0.00328741
3	78	0.00594865
3	79	0.00407013
3	80	0.010958
3	81	0.00500939
3	82	0.00453976
3	83	0.00438322
3	84	0.00438322
3	85	0.00845335
3	86	0.00673137
3	87	0.00579211
3	88	0.00641828
3	89	0.00500939
3	90	0.0101753
3	91	0.00438322
3	92	0.00438322
3	93	0.00407013
3	94	0.00422668
3	95	0.00954915
3	96	0.00375704
3	97	0.00391359
3	98	0.00375704
3	99	0.00594865
3	:1	0.000156544
3	ck	0.000156544
3	ed	0.000626174
3	ee	0.000156544
3	en	0.0010958
3	hs	0.000156544
3	ld	0.000469631
3	le	0.000156544
3	mm	0.000469631
3	nd	0.000156544
3	ne	0.000156544
3	nt	0.000156544
3	on	0.000156544
3	rd	0.000156544
3	re	0.000156544
3	st	0.000156544
3	ty	0.00125235
3	ur	0.000469631
3	us	0.000156544
3	ve	0.000626174
6	ah	0.0208333
6	ai	0.0208333
6	am	0.0104167
6	as	0.0208333
6	ce	0.0208333
6	e.	0.0208333
6	ec	0.0104167
6	ee	0.0104167
6	ei	0.0104167
6	en	0.0208333
6	er	0.0104167
6	es	0.03125
6	fs	0.0104167
6	ge	0.0104167
6	ho	0.0104167
6	if	0.0104167
6	il	0.0104167
6	in	0.0416667
6	io	0.0104167
6	ir	0.0208333
6	is	0.03125
6	it	0.0104167
6	ji	0.03125
6	ka	0.03125
6	ke	0.0104167
6	le	0.0416667
6	ma	0.0520833
6	na	0.0104167
6	ns	0.0104167
6	nt	0.0104167
6	oc	0.0208333
6	oi	0.0208333
6	om	0.0104167
6	on	0.0208333
6	op	0.0104167
6	or	0.0104167
6	pe	0.0104167
6	ra	0.0208333
6	re	0.0208333
6	ri	0.0104167
6	rs	0.0104167
6	ru	0.0104167
6	sa	0.0208333
6	se	0.03125
6	ss	0.0208333
6	te	0.0208333
6	to	0.0416667
6	ts	0.0104167
6	uo	0.0104167
6	ur	0.03125
6	us	0.0104167
6	ux	0.03125
